product_id,product_name,category,brand,release_year
S455,Samsung Galaxy S23+,Smartphone,Samsung,2021
S456,Samsung Galaxy S23+,Smartphone,Samsung,2023
S457,Samsung Galaxy M34,Smartphone,Samsung,2022
S458,Samsung Galaxy Z Flip5,Smartphone,Samsung,2022
S459,Samsung Galaxy M14,Smartphone,Samsung,2022
S460,Samsung Galaxy M34,Smartphone,Samsung,2021
S461,Samsung Galaxy M14,Smartphone,Samsung,2021
S462,Samsung Galaxy F14,Smartphone,Samsung,2021
S463,Samsung Galaxy S23+,Smartphone,Samsung,2021
S464,Samsung Galaxy F04,Smartphone,Samsung,2021
S465,Samsung Galaxy Tab S8,Smartphone,Samsung,2023
S466,Samsung Galaxy Z Fold5,Smartphone,Samsung,2023
S467,Samsung Galaxy S23+,Smartphone,Samsung,2021
S468,Samsung Galaxy S23,Smartphone,Samsung,2022
S469,Samsung Galaxy XCover5,Smartphone,Samsung,2021
S470,Samsung Galaxy A14,Smartphone,Samsung,2023
S471,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2023
S472,Samsung Galaxy S23+,Smartphone,Samsung,2022
S473,Samsung Galaxy F54,Smartphone,Samsung,2023
S474,Samsung Galaxy S23+,Smartphone,Samsung,2021
S475,Samsung Galaxy A04s,Smartphone,Samsung,2022
S476,Samsung Galaxy M34,Smartphone,Samsung,2021
S477,Samsung Galaxy A34,Smartphone,Samsung,2021
S478,Samsung Galaxy Tab S8,Smartphone,Samsung,2022
S479,Samsung Galaxy Z Fold5,Smartphone,Samsung,2021
S480,Samsung Galaxy Tab S8+,Smartphone,Samsung,2023
S481,Samsung Galaxy F14,Smartphone,Samsung,2021
S482,Samsung Galaxy F54,Smartphone,Samsung,2022
S483,Samsung Galaxy F54,Smartphone,Samsung,2022
S484,Samsung Galaxy A34,Smartphone,Samsung,2022
S485,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2021
S486,Samsung Galaxy F54,Smartphone,Samsung,2022
S487,Samsung Galaxy S23+,Smartphone,Samsung,2022
S488,Samsung Galaxy M34,Smartphone,Samsung,2021
S489,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2023
S490,Samsung Galaxy A54,Smartphone,Samsung,2021
S491,Samsung Galaxy A14,Smartphone,Samsung,2022
S492,Samsung Galaxy M54,Smartphone,Samsung,2022
S493,Samsung Galaxy A14,Smartphone,Samsung,2021
S494,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2023
S495,Samsung Galaxy F54,Smartphone,Samsung,2022
S496,Samsung Galaxy F04,Smartphone,Samsung,2022
S497,Samsung Galaxy A14,Smartphone,Samsung,2022
S498,Samsung Galaxy S23,Smartphone,Samsung,2021
S499,Samsung Galaxy M54,Smartphone,Samsung,2022
S500,Samsung Galaxy A14,Smartphone,Samsung,2023
S501,Samsung Galaxy Tab S8,Smartphone,Samsung,2022
S502,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2022
S503,Samsung Galaxy A54,Smartphone,Samsung,2023
S504,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2022
S505,Samsung Galaxy M54,Smartphone,Samsung,2021
S506,Samsung Galaxy F04,Smartphone,Samsung,2021
S507,Samsung Galaxy A34,Smartphone,Samsung,2021
S508,Samsung Galaxy A14,Smartphone,Samsung,2023
S509,Samsung Galaxy Tab S8+,Smartphone,Samsung,2022
S510,Samsung Galaxy Z Flip5,Smartphone,Samsung,2021
S511,Samsung Galaxy XCover5,Smartphone,Samsung,2023
S512,Samsung Galaxy F54,Smartphone,Samsung,2022
S513,Samsung Galaxy Z Fold5,Smartphone,Samsung,2023
S514,Samsung Galaxy F54,Smartphone,Samsung,2021
S515,Samsung Galaxy A54,Smartphone,Samsung,2021
S516,Samsung Galaxy M34,Smartphone,Samsung,2021
S517,Samsung Galaxy F04,Smartphone,Samsung,2023
S518,Samsung Galaxy M04,Smartphone,Samsung,2023
S519,Samsung Galaxy M54,Smartphone,Samsung,2021
S520,Samsung Galaxy F54,Smartphone,Samsung,2023
S521,Samsung Galaxy Z Fold5,Smartphone,Samsung,2021
S522,Samsung Galaxy F54,Smartphone,Samsung,2021
S523,Samsung Galaxy A04s,Smartphone,Samsung,2022
S524,Samsung Galaxy M34,Smartphone,Samsung,2023
S525,Samsung Galaxy M04,Smartphone,Samsung,2021
S526,Samsung Galaxy M14,Smartphone,Samsung,2021
S527,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2023
S528,Samsung Galaxy A04s,Smartphone,Samsung,2022
S529,Samsung Galaxy M34,Smartphone,Samsung,2022
S530,Samsung Galaxy S23+,Smartphone,Samsung,2021
S531,Samsung Galaxy A34,Smartphone,Samsung,2023
S532,Samsung Galaxy M54,Smartphone,Samsung,2022
S533,Samsung Galaxy Tab S8,Smartphone,Samsung,2023
S534,Samsung Galaxy Z Flip5,Smartphone,Samsung,2023
S535,Samsung Galaxy F54,Smartphone,Samsung,2021
S536,Samsung Galaxy A04s,Smartphone,Samsung,2022
S537,Samsung Galaxy A24,Smartphone,Samsung,2021
S538,Samsung Galaxy S23,Smartphone,Samsung,2022
S539,Samsung Galaxy Tab S8+,Smartphone,Samsung,2022
S540,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2022
S541,Samsung Galaxy M04,Smartphone,Samsung,2022
S542,Samsung Galaxy XCover5,Smartphone,Samsung,2022
S543,Samsung Galaxy F54,Smartphone,Samsung,2023
S544,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S545,Samsung Galaxy Z Flip5,Smartphone,Samsung,2023
S546,Samsung Galaxy M54,Smartphone,Samsung,2022
S547,Samsung Galaxy Tab S8,Smartphone,Samsung,2021
S548,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2022
S549,Samsung Galaxy A34,Smartphone,Samsung,2021
S550,Samsung Galaxy M14,Smartphone,Samsung,2023
S551,Samsung Galaxy A54,Smartphone,Samsung,2021
S552,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S553,Samsung Galaxy S23+,Smartphone,Samsung,2021
S554,Samsung Galaxy M54,Smartphone,Samsung,2021
S555,Samsung Galaxy A34,Smartphone,Samsung,2021
S556,Samsung Galaxy Z Flip5,Smartphone,Samsung,2022
S557,Samsung Galaxy S23,Smartphone,Samsung,2021
S558,Samsung Galaxy Tab S8,Smartphone,Samsung,2021
S559,Samsung Galaxy M34,Smartphone,Samsung,2023
S560,Samsung Galaxy A24,Smartphone,Samsung,2021
S561,Samsung Galaxy Z Fold5,Smartphone,Samsung,2023
S562,Samsung Galaxy A04s,Smartphone,Samsung,2022
S563,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S564,Samsung Galaxy A24,Smartphone,Samsung,2023
S565,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2023
S566,Samsung Galaxy F04,Smartphone,Samsung,2022
S567,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2021
S568,Samsung Galaxy Tab S8,Smartphone,Samsung,2021
S569,Samsung Galaxy F54,Smartphone,Samsung,2023
S570,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2021
S571,Samsung Galaxy S23,Smartphone,Samsung,2023
S572,Samsung Galaxy Tab S8+,Smartphone,Samsung,2021
S573,Samsung Galaxy A04s,Smartphone,Samsung,2023
S574,Samsung Galaxy S23,Smartphone,Samsung,2021
S575,Samsung Galaxy M04,Smartphone,Samsung,2022
S576,Samsung Galaxy S23+,Smartphone,Samsung,2021
S577,Samsung Galaxy Tab S8,Smartphone,Samsung,2021
S578,Samsung Galaxy A54,Smartphone,Samsung,2022
S579,Samsung Galaxy Z Flip5,Smartphone,Samsung,2021
S580,Samsung Galaxy F04,Smartphone,Samsung,2022
S581,Samsung Galaxy XCover5,Smartphone,Samsung,2021
S582,Samsung Galaxy S23,Smartphone,Samsung,2023
S583,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2023
S584,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2021
S585,Samsung Galaxy A34,Smartphone,Samsung,2021
S586,Samsung Galaxy M34,Smartphone,Samsung,2021
S587,Samsung Galaxy M34,Smartphone,Samsung,2023
S588,Samsung Galaxy Tab S8,Smartphone,Samsung,2021
S589,Samsung Galaxy M54,Smartphone,Samsung,2023
S590,Samsung Galaxy Tab S8,Smartphone,Samsung,2022
S591,Samsung Galaxy M14,Smartphone,Samsung,2023
S592,Samsung Galaxy Z Fold5,Smartphone,Samsung,2023
S593,Samsung Galaxy A14,Smartphone,Samsung,2022
S594,Samsung Galaxy XCover5,Smartphone,Samsung,2023
S595,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S596,Samsung Galaxy XCover5,Smartphone,Samsung,2021
S597,Samsung Galaxy A54,Smartphone,Samsung,2023
S598,Samsung Galaxy M54,Smartphone,Samsung,2021
S599,Samsung Galaxy A24,Smartphone,Samsung,2023
S600,Samsung Galaxy M54,Smartphone,Samsung,2021
S601,Samsung Galaxy M54,Smartphone,Samsung,2021
S602,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2023
S603,Samsung Galaxy Tab S8,Smartphone,Samsung,2021
S604,Samsung Galaxy A04s,Smartphone,Samsung,2023
S605,Samsung Galaxy Tab S8+,Smartphone,Samsung,2021
S606,Samsung Galaxy M54,Smartphone,Samsung,2021
S607,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2022
S608,Samsung Galaxy A24,Smartphone,Samsung,2022
S609,Samsung Galaxy XCover5,Smartphone,Samsung,2023
S610,Samsung Galaxy Z Flip5,Smartphone,Samsung,2022
S611,Samsung Galaxy Tab S8,Smartphone,Samsung,2023
S612,Samsung Galaxy Z Flip5,Smartphone,Samsung,2022
S613,Samsung Galaxy F14,Smartphone,Samsung,2021
S614,Samsung Galaxy F04,Smartphone,Samsung,2023
S615,Samsung Galaxy XCover5,Smartphone,Samsung,2023
S616,Samsung Galaxy A24,Smartphone,Samsung,2021
S617,Samsung Galaxy M54,Smartphone,Samsung,2023
S618,Samsung Galaxy M14,Smartphone,Samsung,2023
S619,Samsung Galaxy Tab S8,Smartphone,Samsung,2022
S620,Samsung Galaxy XCover5,Smartphone,Samsung,2023
S621,Samsung Galaxy F04,Smartphone,Samsung,2021
S622,Samsung Galaxy Z Fold5,Smartphone,Samsung,2022
S623,Samsung Galaxy XCover5,Smartphone,Samsung,2022
S624,Samsung Galaxy M34,Smartphone,Samsung,2021
S625,Samsung Galaxy A04s,Smartphone,Samsung,2021
S626,Samsung Galaxy F54,Smartphone,Samsung,2022
S627,Samsung Galaxy A24,Smartphone,Samsung,2023
S628,Samsung Galaxy F14,Smartphone,Samsung,2022
S629,Samsung Galaxy A24,Smartphone,Samsung,2021
S630,Samsung Galaxy A54,Smartphone,Samsung,2022
S631,Samsung Galaxy S23+,Smartphone,Samsung,2021
S632,Samsung Galaxy A24,Smartphone,Samsung,2022
S633,Samsung Galaxy XCover5,Smartphone,Samsung,2023
S634,Samsung Galaxy A54,Smartphone,Samsung,2022
S635,Samsung Galaxy F54,Smartphone,Samsung,2022
S636,Samsung Galaxy Tab S8,Smartphone,Samsung,2021
S637,Samsung Galaxy A54,Smartphone,Samsung,2021
S638,Samsung Galaxy M04,Smartphone,Samsung,2021
S639,Samsung Galaxy F14,Smartphone,Samsung,2022
S640,Samsung Galaxy S23,Smartphone,Samsung,2023
S641,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2021
S642,Samsung Galaxy Z Flip5,Smartphone,Samsung,2021
S643,Samsung Galaxy Z Flip5,Smartphone,Samsung,2022
S644,Samsung Galaxy Tab S8,Smartphone,Samsung,2021
S645,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2023
S646,Samsung Galaxy A04s,Smartphone,Samsung,2023
S647,Samsung Galaxy Z Fold5,Smartphone,Samsung,2021
S648,Samsung Galaxy A24,Smartphone,Samsung,2021
S649,Samsung Galaxy Z Fold5,Smartphone,Samsung,2022
S650,Samsung Galaxy A14,Smartphone,Samsung,2023
S651,Samsung Galaxy M34,Smartphone,Samsung,2023
S652,Samsung Galaxy A54,Smartphone,Samsung,2021
S653,Samsung Galaxy F54,Smartphone,Samsung,2022
S654,Samsung Galaxy M34,Smartphone,Samsung,2023
S655,Samsung Galaxy A24,Smartphone,Samsung,2023
S656,Samsung Galaxy XCover5,Smartphone,Samsung,2022
S657,Samsung Galaxy Tab S8+,Smartphone,Samsung,2022
S658,Samsung Galaxy A34,Smartphone,Samsung,2023
S659,Samsung Galaxy F54,Smartphone,Samsung,2023
S660,Samsung Galaxy Tab S8+,Smartphone,Samsung,2022
S661,Samsung Galaxy F04,Smartphone,Samsung,2023
S662,Samsung Galaxy M54,Smartphone,Samsung,2021
S663,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S664,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2022
S665,Samsung Galaxy Tab S8,Smartphone,Samsung,2022
S666,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2022
S667,Samsung Galaxy A14,Smartphone,Samsung,2021
S668,Samsung Galaxy A24,Smartphone,Samsung,2023
S669,Samsung Galaxy M04,Smartphone,Samsung,2021
S670,Samsung Galaxy Z Fold5,Smartphone,Samsung,2023
S671,Samsung Galaxy F54,Smartphone,Samsung,2021
S672,Samsung Galaxy A24,Smartphone,Samsung,2023
S673,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S674,Samsung Galaxy M14,Smartphone,Samsung,2022
S675,Samsung Galaxy M54,Smartphone,Samsung,2021
S676,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2023
S677,Samsung Galaxy A24,Smartphone,Samsung,2021
S678,Samsung Galaxy A04s,Smartphone,Samsung,2021
S679,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S680,Samsung Galaxy XCover5,Smartphone,Samsung,2022
S681,Samsung Galaxy S23,Smartphone,Samsung,2021
S682,Samsung Galaxy A14,Smartphone,Samsung,2022
S683,Samsung Galaxy F54,Smartphone,Samsung,2022
S684,Samsung Galaxy F54,Smartphone,Samsung,2021
S685,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2021
S686,Samsung Galaxy M04,Smartphone,Samsung,2021
S687,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2023
S688,Samsung Galaxy F04,Smartphone,Samsung,2021
S689,Samsung Galaxy F54,Smartphone,Samsung,2022
S690,Samsung Galaxy Tab S8,Smartphone,Samsung,2021
S691,Samsung Galaxy M54,Smartphone,Samsung,2023
S692,Samsung Galaxy A04s,Smartphone,Samsung,2021
S693,Samsung Galaxy F54,Smartphone,Samsung,2023
S694,Samsung Galaxy XCover5,Smartphone,Samsung,2023
S695,Samsung Galaxy A54,Smartphone,Samsung,2021
S696,Samsung Galaxy F14,Smartphone,Samsung,2022
S697,Samsung Galaxy A04s,Smartphone,Samsung,2023
S698,Samsung Galaxy Tab S8+,Smartphone,Samsung,2021
S699,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S700,Samsung Galaxy Tab S8,Smartphone,Samsung,2022
S701,Samsung Galaxy A54,Smartphone,Samsung,2023
S702,Samsung Galaxy F14,Smartphone,Samsung,2023
S703,Samsung Galaxy Z Fold5,Smartphone,Samsung,2021
S704,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S705,Samsung Galaxy M04,Smartphone,Samsung,2022
S706,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2022
S707,Samsung Galaxy M04,Smartphone,Samsung,2023
S708,Samsung Galaxy M14,Smartphone,Samsung,2023
S709,Samsung Galaxy F14,Smartphone,Samsung,2021
S710,Samsung Galaxy F14,Smartphone,Samsung,2023
S711,Samsung Galaxy Z Fold5,Smartphone,Samsung,2022
S712,Samsung Galaxy F04,Smartphone,Samsung,2022
S713,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2021
S714,Samsung Galaxy A54,Smartphone,Samsung,2022
S715,Samsung Galaxy Tab S8,Smartphone,Samsung,2022
S716,Samsung Galaxy S23,Smartphone,Samsung,2022
S717,Samsung Galaxy S23,Smartphone,Samsung,2022
S718,Samsung Galaxy M34,Smartphone,Samsung,2021
S719,Samsung Galaxy Tab S8+,Smartphone,Samsung,2021
S720,Samsung Galaxy S23+,Smartphone,Samsung,2023
S721,Samsung Galaxy A14,Smartphone,Samsung,2022
S722,Samsung Galaxy M04,Smartphone,Samsung,2023
S723,Samsung Galaxy A14,Smartphone,Samsung,2021
S724,Samsung Galaxy A24,Smartphone,Samsung,2021
S725,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S726,Samsung Galaxy A14,Smartphone,Samsung,2021
S727,Samsung Galaxy S23,Smartphone,Samsung,2021
S728,Samsung Galaxy Z Fold5,Smartphone,Samsung,2021
S729,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2021
S730,Samsung Galaxy M14,Smartphone,Samsung,2022
S731,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2023
S732,Samsung Galaxy Z Flip5,Smartphone,Samsung,2021
S733,Samsung Galaxy XCover5,Smartphone,Samsung,2022
S734,Samsung Galaxy A14,Smartphone,Samsung,2022
S735,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2023
S736,Samsung Galaxy Tab S8,Smartphone,Samsung,2021
S737,Samsung Galaxy A24,Smartphone,Samsung,2023
S738,Samsung Galaxy F54,Smartphone,Samsung,2021
S739,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2022
S740,Samsung Galaxy F04,Smartphone,Samsung,2022
S741,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2022
S742,Samsung Galaxy A04s,Smartphone,Samsung,2022
S743,Samsung Galaxy A14,Smartphone,Samsung,2023
S744,Samsung Galaxy A34,Smartphone,Samsung,2021
S745,Samsung Galaxy M04,Smartphone,Samsung,2021
S746,Samsung Galaxy Z Fold5,Smartphone,Samsung,2023
S747,Samsung Galaxy F04,Smartphone,Samsung,2021
S748,Samsung Galaxy F54,Smartphone,Samsung,2022
S749,Samsung Galaxy F04,Smartphone,Samsung,2021
S750,Samsung Galaxy Z Fold5,Smartphone,Samsung,2022
S751,Samsung Galaxy M14,Smartphone,Samsung,2023
S752,Samsung Galaxy A14,Smartphone,Samsung,2021
S753,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2023
S754,Samsung Galaxy A24,Smartphone,Samsung,2021
S755,Samsung Galaxy S23+,Smartphone,Samsung,2022
S756,Samsung Galaxy M34,Smartphone,Samsung,2023
S757,Samsung Galaxy M34,Smartphone,Samsung,2021
S758,Samsung Galaxy A14,Smartphone,Samsung,2022
S759,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2023
S760,Samsung Galaxy Tab S8+,Smartphone,Samsung,2023
S761,Samsung Galaxy Z Fold5,Smartphone,Samsung,2021
S762,Samsung Galaxy S23,Smartphone,Samsung,2021
S763,Samsung Galaxy M54,Smartphone,Samsung,2021
S764,Samsung Galaxy A54,Smartphone,Samsung,2022
S765,Samsung Galaxy A54,Smartphone,Samsung,2021
S766,Samsung Galaxy M34,Smartphone,Samsung,2023
S767,Samsung Galaxy Z Flip5,Smartphone,Samsung,2023
S768,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S769,Samsung Galaxy XCover5,Smartphone,Samsung,2021
S770,Samsung Galaxy A34,Smartphone,Samsung,2023
S771,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2022
S772,Samsung Galaxy A34,Smartphone,Samsung,2021
S773,Samsung Galaxy F14,Smartphone,Samsung,2021
S774,Samsung Galaxy S23,Smartphone,Samsung,2023
S775,Samsung Galaxy F14,Smartphone,Samsung,2021
S776,Samsung Galaxy A34,Smartphone,Samsung,2022
S777,Samsung Galaxy M34,Smartphone,Samsung,2023
S778,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S779,Samsung Galaxy Z Fold5,Smartphone,Samsung,2023
S780,Samsung Galaxy M14,Smartphone,Samsung,2021
S781,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S782,Samsung Galaxy Tab S8+,Smartphone,Samsung,2021
S783,Samsung Galaxy M34,Smartphone,Samsung,2022
S784,Samsung Galaxy S23,Smartphone,Samsung,2022
S785,Samsung Galaxy A24,Smartphone,Samsung,2023
S786,Samsung Galaxy Tab S8+,Smartphone,Samsung,2021
S787,Samsung Galaxy A04s,Smartphone,Samsung,2021
S788,Samsung Galaxy S23+,Smartphone,Samsung,2022
S789,Samsung Galaxy Tab S8,Smartphone,Samsung,2021
S790,Samsung Galaxy Z Fold5,Smartphone,Samsung,2022
S791,Samsung Galaxy Tab S8+,Smartphone,Samsung,2021
S792,Samsung Galaxy M34,Smartphone,Samsung,2023
S793,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S794,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2021
S795,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2022
S796,Samsung Galaxy Z Fold5,Smartphone,Samsung,2021
S797,Samsung Galaxy A24,Smartphone,Samsung,2021
S798,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2022
S799,Samsung Galaxy M34,Smartphone,Samsung,2023
S800,Samsung Galaxy A54,Smartphone,Samsung,2023
S801,Samsung Galaxy A34,Smartphone,Samsung,2022
S802,Samsung Galaxy S23,Smartphone,Samsung,2022
S803,Samsung Galaxy M34,Smartphone,Samsung,2022
S804,Samsung Galaxy A24,Smartphone,Samsung,2022
S805,Samsung Galaxy A14,Smartphone,Samsung,2022
S806,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2023
S807,Samsung Galaxy A14,Smartphone,Samsung,2023
S808,Samsung Galaxy M04,Smartphone,Samsung,2022
S809,Samsung Galaxy S23+,Smartphone,Samsung,2021
S810,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2022
S811,Samsung Galaxy S23+,Smartphone,Samsung,2021
S812,Samsung Galaxy M34,Smartphone,Samsung,2022
S813,Samsung Galaxy A54,Smartphone,Samsung,2022
S814,Samsung Galaxy F14,Smartphone,Samsung,2023
S815,Samsung Galaxy Tab S8+,Smartphone,Samsung,2021
S816,Samsung Galaxy F04,Smartphone,Samsung,2021
S817,Samsung Galaxy F54,Smartphone,Samsung,2023
S818,Samsung Galaxy Z Fold5,Smartphone,Samsung,2023
S819,Samsung Galaxy XCover5,Smartphone,Samsung,2023
S820,Samsung Galaxy M04,Smartphone,Samsung,2023
S821,Samsung Galaxy M14,Smartphone,Samsung,2021
S822,Samsung Galaxy M54,Smartphone,Samsung,2021
S823,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2022
S824,Samsung Galaxy A34,Smartphone,Samsung,2022
S825,Samsung Galaxy A34,Smartphone,Samsung,2023
S826,Samsung Galaxy F14,Smartphone,Samsung,2023
S827,Samsung Galaxy Tab S8+,Smartphone,Samsung,2023
S828,Samsung Galaxy F14,Smartphone,Samsung,2022
S829,Samsung Galaxy Z Fold5,Smartphone,Samsung,2022
S830,Samsung Galaxy A04s,Smartphone,Samsung,2022
S831,Samsung Galaxy Z Fold5,Smartphone,Samsung,2022
S832,Samsung Galaxy A04s,Smartphone,Samsung,2022
S833,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2022
S834,Samsung Galaxy XCover5,Smartphone,Samsung,2022
S835,Samsung Galaxy F14,Smartphone,Samsung,2023
S836,Samsung Galaxy A04s,Smartphone,Samsung,2023
S837,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2023
S838,Samsung Galaxy A54,Smartphone,Samsung,2023
S839,Samsung Galaxy M34,Smartphone,Samsung,2022
S840,Samsung Galaxy A04s,Smartphone,Samsung,2021
S841,Samsung Galaxy A54,Smartphone,Samsung,2022
S842,Samsung Galaxy M54,Smartphone,Samsung,2021
S843,Samsung Galaxy XCover5,Smartphone,Samsung,2023
S844,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2022
S845,Samsung Galaxy Z Flip5,Smartphone,Samsung,2023
S846,Samsung Galaxy Z Flip5,Smartphone,Samsung,2022
S847,Samsung Galaxy Tab S8,Smartphone,Samsung,2023
S848,Samsung Galaxy A04s,Smartphone,Samsung,2021
S849,Samsung Galaxy A14,Smartphone,Samsung,2021
S850,Samsung Galaxy XCover5,Smartphone,Samsung,2021
S851,Samsung Galaxy Tab S8+,Smartphone,Samsung,2022
S852,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2021
S853,Samsung Galaxy M54,Smartphone,Samsung,2022
S854,Samsung Galaxy Z Flip5,Smartphone,Samsung,2021
S855,Samsung Galaxy F04,Smartphone,Samsung,2021
S856,Samsung Galaxy M54,Smartphone,Samsung,2022
S857,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2022
S858,Samsung Galaxy F04,Smartphone,Samsung,2021
S859,Samsung Galaxy M14,Smartphone,Samsung,2022
S860,Samsung Galaxy F54,Smartphone,Samsung,2021
S861,Samsung Galaxy M54,Smartphone,Samsung,2022
S862,Samsung Galaxy Tab S8+,Smartphone,Samsung,2023
S863,Samsung Galaxy Z Fold5,Smartphone,Samsung,2023
S864,Samsung Galaxy A04s,Smartphone,Samsung,2023
S865,Samsung Galaxy Z Fold5,Smartphone,Samsung,2023
S866,Samsung Galaxy A54,Smartphone,Samsung,2023
S867,Samsung Galaxy S23+,Smartphone,Samsung,2021
S868,Samsung Galaxy M14,Smartphone,Samsung,2023
S869,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2023
S870,Samsung Galaxy M04,Smartphone,Samsung,2023
S871,Samsung Galaxy A34,Smartphone,Samsung,2023
S872,Samsung Galaxy M34,Smartphone,Samsung,2022
S873,Samsung Galaxy S23,Smartphone,Samsung,2021
S874,Samsung Galaxy F14,Smartphone,Samsung,2023
S875,Samsung Galaxy A24,Smartphone,Samsung,2023
S876,Samsung Galaxy F04,Smartphone,Samsung,2023
S877,Samsung Galaxy F54,Smartphone,Samsung,2021
S878,Samsung Galaxy Z Flip5,Smartphone,Samsung,2022
S879,Samsung Galaxy M04,Smartphone,Samsung,2021
S880,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2022
S881,Samsung Galaxy M34,Smartphone,Samsung,2023
S882,Samsung Galaxy M04,Smartphone,Samsung,2023
S883,Samsung Galaxy F54,Smartphone,Samsung,2021
S884,Samsung Galaxy F04,Smartphone,Samsung,2021
S885,Samsung Galaxy F54,Smartphone,Samsung,2022
S886,Samsung Galaxy M14,Smartphone,Samsung,2022
S887,Samsung Galaxy A14,Smartphone,Samsung,2021
S888,Samsung Galaxy A24,Smartphone,Samsung,2022
S889,Samsung Galaxy A54,Smartphone,Samsung,2021
S890,Samsung Galaxy A04s,Smartphone,Samsung,2022
S891,Samsung Galaxy A34,Smartphone,Samsung,2021
S892,Samsung Galaxy A24,Smartphone,Samsung,2021
S893,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2021
S894,Samsung Galaxy M54,Smartphone,Samsung,2022
S895,Samsung Galaxy A24,Smartphone,Samsung,2022
S896,Samsung Galaxy F54,Smartphone,Samsung,2022
S897,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2021
S898,Samsung Galaxy XCover5,Smartphone,Samsung,2022
S899,Samsung Galaxy A04s,Smartphone,Samsung,2022
S900,Samsung Galaxy M14,Smartphone,Samsung,2021
S901,Samsung Galaxy Z Flip5,Smartphone,Samsung,2023
S902,Samsung Galaxy Tab S8,Smartphone,Samsung,2021
S903,Samsung Galaxy S23,Smartphone,Samsung,2022
S904,Samsung Galaxy A14,Smartphone,Samsung,2021
S905,Samsung Galaxy F54,Smartphone,Samsung,2023
S906,Samsung Galaxy S23+,Smartphone,Samsung,2021
S907,Samsung Galaxy F04,Smartphone,Samsung,2022
S908,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2023
